# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000184115.17	AC112229.1	transcribed_unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184117.12	NIPSNAP1	protein_coding	1464	723	741	62.5214	21.0298	20.4692
ENSG00000184139.8	RPL7AP28	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184140.6	OR4F6	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184144.12	CNTN2	protein_coding	2	0	2	0.0144	0.0048	0.0047
ENSG00000184148.4	SPRR4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184154.15	LRTOMT	protein_coding	79	33	46	2.8421	0.9560	0.9305
ENSG00000184155.8	OR10J5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184156.17	KCNQ3	protein_coding	8	3	5	0.0801	0.0269	0.0262
ENSG00000184160.8	ADRA2C	protein_coding	30	14	16	1.7539	0.5899	0.5742
ENSG00000184162.15	NR2C2AP	protein_coding	458	460	364	32.5770	10.9576	10.6656
ENSG00000184163.3	C1QTNF12	protein_coding	87	43	44	6.1779	2.0780	2.0226
ENSG00000184164.15	CRELD2	protein_coding	1393	716	719	34.3509	11.5543	11.2463
ENSG00000184166.2	OR1D2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184178.16	SCFD2	protein_coding	369	185	184	14.8009	4.9784	4.8457
ENSG00000184182.19	UBE2F	protein_coding	535	222	313	16.0818	5.4093	5.2651
ENSG00000184185.10	KCNJ12	protein_coding	26	15	11	0.6072	0.2042	0.1988
ENSG00000184188.6	AC026410.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184194.6	GPR173	protein_coding	30	15	15	0.7784	0.2618	0.2548
ENSG00000184203.8	PPP1R2	protein_coding	2981	1461	1520	74.1273	24.9336	24.2690
ENSG00000184205.14	TSPYL2	protein_coding	215	102	113	5.5354	1.8619	1.8123
ENSG00000184206.12	GOLGA6L4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184207.9	PGP	protein_coding	1106	662	646	44.5307	14.9784	14.5791
ENSG00000184208.12	C22orf46	transcribed_unitary_pseudogene	154	76	86	3.6418	1.2250	1.1923
